%91685::22888
0,4
1,5
2,6
3,7
4,8
5,9
6,10
7,11
8,12
9,13
10,14
11,15
12,16
13,17
14,182
15,226
16,230
17,262
18,263
19,352
20,418
21,429
22,430
23,431
24,432
25,433
26,434
27,435
28,436
29,437
30,438
31,439
32,440
33,441
34,442
35,443
36,444
37,445
38,446
39,447
40,448
41,449
42,450
43,451
44,452
45,453
46,454
47,455
48,456
49,457
50,458
51,459
52,462
53,464
54,493
55,495
56,496
57,497
58,499
59,500
60,523
61,527
62,587
63,593
64,607
65,609
66,610
67,611
68,612
69,614
70,615
71,623
72,628
73,640
74,648
75,655
76,658
77,659
78,661
79,662
80,663
81,664
82,665
83,693
84,708
85,710
86,713
87,727
88,728
89,751
90,753
91,756
92,779
93,795
94,800
95,802
96,806
97,808
98,809
99,810
100,811
101,812
102,813
103,814
104,823
105,824
106,825
107,826
108,827
109,828
110,829
111,831
112,832
113,834
114,837
115,838
116,839
117,856
118,857
119,858
120,859
121,861
122,862
123,863
124,864
125,865
126,870
127,872
128,873
129,875
130,879
131,880
132,881
133,885
134,886
135,887
136,888
137,891
138,895
139,896
140,897
141,898
142,899
143,900
144,901
145,905
146,906
147,907
148,911
149,913
150,920
151,921
152,926
153,927
154,928
155,930
156,936
157,937
158,938
159,939
160,946
161,947
162,948
163,952
164,964
165,975
166,978
167,979
168,981
169,983
170,984
171,985
172,987
173,989
174,990
175,997
176,998
177,1009
178,1010
179,1011
180,1039
181,1040
182,1042
183,1044
184,1045
185,1047
186,1048
187,1055
188,1060
189,1063
190,1065
191,1066
192,1067
193,1068
194,1069
195,1070
196,1071
197,1072
198,1073
199,1074
200,1075
201,1076
202,1079
203,1080
204,1081
205,1082
206,1083
207,1084
208,1086
209,1087
210,1100
211,1101
212,1102
213,1104
214,1105
215,1106
216,1109
217,1113
218,1114
219,1115
220,1116
221,1117
222,1118
223,1121
224,1122
225,1123
226,1125
227,1126
228,1127
229,1128
230,1131
231,1134
232,1139
233,1141
234,1143
235,1144
236,1145
237,1146
238,1147
239,1148
240,1149
241,1150
242,1152
243,1153
244,1154
245,1156
246,1157
247,1158
248,1159
249,1160
250,1162
251,1163
252,1164
253,1166
254,1167
255,1168
256,1169
257,1176
258,1178
259,1180
260,1181
261,1182
262,1183
263,1184
264,1186
265,1187
266,1188
267,1199
268,1200
269,1203
270,1204
271,1205
272,1206
273,1208
274,1209
275,1210
276,1211
277,1213
278,1214
279,1215
280,1216
281,1217
282,1218
283,1223
284,1225
285,1226
286,1229
287,1230
288,1231
289,1232
290,1233
291,1235
292,1236
293,1241
294,1244
295,1245
296,1247
297,1248
298,1249
299,1254
300,1255
301,1256
302,1257
303,1258
304,1259
305,1260
306,1264
307,1265
308,1266
309,1268
310,1269
311,1270
312,1271
313,1272
314,1274
315,1275
316,1277
317,1278
318,1281
319,1284
320,1285
321,1286
322,1287
323,1288
324,1293
325,1302
326,1303
327,1305
328,1306
329,1307
330,1308
331,1309
332,1310
333,1318
334,1319
335,1323
336,1325
337,1331
338,1339
339,1343
340,1344
341,1345
342,1346
343,1358
344,1359
345,1361
346,1362
347,1364
348,1365
349,1366
350,1368
351,1369
352,1370
353,1376
354,1377
355,1379
356,1381
357,1384
358,1385
359,1400
360,1412
361,1413
362,1418
363,1424
364,1428
365,1438
366,1439
367,1441
368,1442
369,1446
370,1447
371,1449
372,1450
373,1451
374,1452
375,1457
376,1458
377,1463
378,1465
379,1476
380,1478
381,1486
382,1488
383,1489
384,1493
385,1496
386,1498
387,1548
388,1554
389,1556
390,1557
391,1559
392,1562
393,1570
394,1572
395,1586
396,1587
397,1590
398,1609
399,1610
400,1611
401,1619
402,1620
403,1621
404,1622
405,1623
406,1624
407,1627
408,1647
409,1648
410,1655
411,1662
412,1663
413,1671
414,1676
415,1680
416,1683
417,1687
418,1689
419,1691
420,1692
421,1693
422,1694
423,1695
424,1696
425,1697
426,1698
427,1706
428,1711
429,1712
430,1717
431,1718
432,1719
433,1722
434,1723
435,1729
436,1731
437,1743
438,1796
439,1805
440,1806
441,1807
442,1808
443,1809
444,1810
445,1811
446,1812
447,1813
448,1814
449,1815
450,1816
451,1817
452,1831
453,1833
454,1836
455,1837
456,1838
457,1839
458,1840
459,1841
460,1842
461,1843
462,1845
463,1848
464,1854
465,1855
466,1856
467,1857
468,1858
469,1859
470,1861
471,1865
472,1872
473,1877
474,1878
475,1882
476,1884
477,1885
478,1886
479,1888
480,1889
481,1890
482,1891
483,1894
484,1900
485,1903
486,1905
487,1907
488,1909
489,1910
490,1917
491,1921
492,1922
493,1923
494,1924
495,1925
496,1931
497,1932
498,1933
499,1934
500,1935
501,1936
502,1962
503,1966
504,1977
505,1987
506,1990
507,1993
508,1994
509,1996
510,1997
511,1999
512,2000
513,2001
514,2002
515,2003
516,2004
517,2005
518,2006
519,2008
520,2009
521,2011
522,2012
523,2013
524,2014
525,2015
526,2017
527,2019
528,2021
529,2022
530,2023
531,2024
532,2040
533,2044
534,2049
535,2052
536,2053
537,2054
538,2055
539,2056
540,2069
541,2082
542,2083
543,2090
544,2093
545,2097
546,2098
547,2134
548,2152
549,2154
550,2158
551,2159
552,2161
553,2162
554,2163
555,2164
556,2166
557,2167
558,2168
559,2170
560,2171
561,2172
562,2173
563,2174
564,2175
565,2178
566,2179
567,2180
568,2181
569,2182
570,2187
571,2188
572,2189
573,2190
574,2200
575,2201
576,2202
577,2203
578,2217
579,2218
580,2230
581,2231
582,2232
583,2234
584,2244
585,2245
586,2247
587,2250
588,2281
589,2292
590,2293
591,2294
592,2295
593,2296
594,2297
595,2298
596,2299
597,2300
598,2301
599,2302
600,2303
601,2305
602,2308
603,2309
604,2311
605,2312
606,2313
607,2314
608,2316
609,2317
610,2318
611,2319
612,2320
613,2323
614,2325
615,2326
616,2327
617,2334
618,2335
619,2336
620,2337
621,2338
622,2339
623,2340
624,2343
625,2349
626,2353
627,2354
628,2356
629,2357
630,2358
631,2359
632,2361
633,2362
634,2363
635,2364
636,2368
637,2369
638,2370
639,2372
640,2373
641,2374
642,2375
643,2376
644,2380
645,2381
646,2382
647,2383
648,2388
649,2389
650,2390
651,2391
652,2392
653,2394
654,2397
655,2398
656,2399
657,2400
658,2401
659,2402
660,2403
661,2406
662,2407
663,2409
664,2410
665,2411
666,2412
667,2413
668,2415
669,2416
670,2417
671,2418
672,2419
673,2420
674,2421
675,2422
676,2423
677,2426
678,2427
679,2436
680,2440
681,2441
682,2442
683,2450
684,2451
685,2452
686,2458
687,2462
688,2465
689,2469
690,2470
691,2471
692,2472
693,2473
694,2474
695,2475
696,2477
697,2478
698,2479
699,2488
700,2493
701,2494
702,2495
703,2496
704,2497
705,2499
706,2501
707,2502
708,2503
709,2507
710,2510
711,2511
712,2512
713,2547
714,2549
715,2550
716,2552
717,2554
718,2569
719,2572
720,2580
721,2584
722,2585
723,2588
724,2591
725,2612
726,2621
727,2625
728,2626
729,2627
730,2628
731,2629
732,2630
733,2631
734,2632
735,2633
736,2634
737,2635
738,2636
739,2637
740,2639
741,2640
742,2664
743,2683
744,2684
745,2687
746,2689
747,2699
748,2705
749,2707
750,2715
751,2727
752,2728
753,2740
754,2741
755,2744
756,2746
757,2747
758,2749
759,2750
760,2751
761,2752
762,2753
763,2757
764,2760
765,2761
766,2763
767,2764
768,2765
769,2766
770,2767
771,2770
772,2771
773,2773
774,2779
775,2780
776,2781
777,2782
778,2783
779,2784
780,2785
781,2786
782,2787
783,2788
784,2789
785,2791
786,2793
787,2799
788,2805
789,2806
790,2807
791,2808
792,2809
793,2810
794,2816
795,2817
796,2818
797,2819
798,2820
799,2821
800,2822
801,2823
802,2824
803,2825
804,2834
805,2835
806,2836
807,2837
808,2838
809,2839
810,2848
811,2849
812,2853
813,2854
814,2864
815,2865
816,2866
817,2869
818,2870
819,2873
820,2875
821,2877
822,2880
823,2881
824,2883
825,2885
826,2886
827,2887
828,2889
829,2894
830,2983
831,2984
832,2985
833,2986
834,2987
835,2988
836,2989
837,2991
838,3023
839,3024
840,3025
841,3028
842,3032
843,3034
844,3035
845,3082
846,3083
847,3084
848,3086
849,3087
850,3088
851,3089
852,3092
853,3093
854,3094
855,3095
856,3096
857,3097
858,3098
859,3099
860,3101
861,3104
862,3105
863,3110
864,3115
865,3116
866,3117
867,3118
868,3119
869,3120
870,3122
871,3123
872,3124
873,3126
874,3127
875,3130
876,3132
877,3134
878,3135
